text,novel,narrativeTime,speaker,dialogueTurn,speakerType,author,Turn,idCol,NumTurns,word,row_num,dominance,number_emo_words,dominance_straight_mean,speaker_word_turn,time_prep,dominance_emo_std,dominance_emo_mean,dominance_in_home_base,dominance_dist_home_base,dominance_state,dominance_disp_num,dominance_disp_count,dominance_low_disp_count,dominance_high_disp_count,dominance_peak_dist,dominance_is_peak,dominance_disp_dist,dominance_disp_length,dominance_rise_rate,dominance_recovery_rate,dominance_low_rise_rate,dominance_low_recovery_rate,dominance_high_rise_rate,dominance_high_recovery_rate,speaker_num_steps,rolling_window_step,dialogue_turn,speaker_dialogue_turn,Identifier
"Leave it to me. You do nothing. He will be here this evening, I dare say, and then I will give it him back, and some nonsense or other will pass between us, and you shall not be committed.--Your soft eyes shall chuse their own time for beaming. Trust to me.",Emma,0.1404664411607619,Emma,245,major,Jane Austen,11,Emma-Emma,6,dare,157,0.6496,34,0.6236176470588233,16,0.5333333333333333,0.061951317928704716,0.6276799999999999,1.0,0.0,HOME,,6.0,4.0,3.0,0.0,,,,,,,,,,30,18,4,2,bookSpeakers
"Leave it to me. You do nothing. He will be here this evening, I dare say, and then I will give it him back, and some nonsense or other will pass between us, and you shall not be committed.--Your soft eyes shall chuse their own time for beaming. Trust to me.",Emma,0.1404664411607619,Emma,245,major,Jane Austen,11,Emma-Emma,6,will,159,0.6428,34,0.6236176470588233,17,0.5666666666666667,0.061951317928704716,0.6276799999999999,1.0,0.0,HOME,,6.0,4.0,3.0,0.0,,,,,,,,,,30,19,4,2,bookSpeakers
"Leave it to me. You do nothing. He will be here this evening, I dare say, and then I will give it him back, and some nonsense or other will pass between us, and you shall not be committed.--Your soft eyes shall chuse their own time for beaming. Trust to me.",Emma,0.1404664411607619,Emma,245,major,Jane Austen,11,Emma-Emma,6,nonsense,161,0.5208,34,0.6236176470588233,18,0.6,0.061951317928704716,0.6276799999999999,0.0,0.045969954851436734,LOW,3.0,6.0,4.0,3.0,0.045969954851436734,1.0,0.0,1.0,,,,,,,30,20,4,2,bookSpeakers
"Leave it to me. You do nothing. He will be here this evening, I dare say, and then I will give it him back, and some nonsense or other will pass between us, and you shall not be committed.--Your soft eyes shall chuse their own time for beaming. Trust to me.",Emma,0.1404664411607619,Emma,245,major,Jane Austen,11,Emma-Emma,6,will,162,0.6088,34,0.6236176470588233,19,0.6333333333333333,0.061951317928704716,0.6276799999999999,1.0,0.0,HOME,,6.0,4.0,3.0,0.0,,,,,,,,,,30,21,4,2,bookSpeakers
"Leave it to me. You do nothing. He will be here this evening, I dare say, and then I will give it him back, and some nonsense or other will pass between us, and you shall not be committed.--Your soft eyes shall chuse their own time for beaming. Trust to me.",Emma,0.1404664411607619,Emma,245,major,Jane Austen,11,Emma-Emma,6,soft,166,0.5082000000000001,34,0.6236176470588233,20,0.6666666666666666,0.061951317928704716,0.6276799999999999,0.0,0.05856995485143668,LOW,4.0,6.0,4.0,3.0,0.05856995485143668,1.0,0.0,3.0,,,,,,,30,22,4,2,bookSpeakers
"Leave it to me. You do nothing. He will be here this evening, I dare say, and then I will give it him back, and some nonsense or other will pass between us, and you shall not be committed.--Your soft eyes shall chuse their own time for beaming. Trust to me.",Emma,0.1404664411607619,Emma,245,major,Jane Austen,11,Emma-Emma,6,trust,171,0.5196,34,0.6236176470588233,21,0.7,0.061951317928704716,0.6276799999999999,0.0,0.047169954851436824,LOW,4.0,6.0,4.0,3.0,0.05856995485143668,0.0,1.0,3.0,,0.02928497742571834,,0.02928497742571834,,,30,23,4,2,bookSpeakers
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,Elizabeth-PrideAndPrejudice,7,paltry,205,0.5696,20,0.5722500000000001,1,0.0625,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,24,5,1,bookSpeakers
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,Elizabeth-PrideAndPrejudice,7,attack,206,0.5416000000000001,20,0.5722500000000001,2,0.125,0.10996952001956421,0.5698249999999999,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,16,25,5,1,bookSpeakers
You are much mistaken if you expect to influence me by such a paltry attack as this. I see nothing in it but your own wilful ignorance and the malice of Mr. Darcy.,PrideAndPrejudice,0.2638350010210333,Elizabeth,435,major,Jane Austen,18,Elizabeth-PrideAndPrejudice,7,ignorance,209,0.44699999999999995,20,0.5722500000000001,3,0.1875,0.10996952001956421,0.5698249999999999,0.0,0.016347470093451222,LOW,1.0,3.0,2.0,2.0,0.016347470093451222,1.0,0.0,1.0,,,,,,,16,26,5,1,bookSpeakers
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,Mr. Sherlock Holmes-SignOfFour,8,professional,220,0.5868,24,0.534625,2,0.1,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,27,6,2,bookSpeakers
"that our wooden-legged friend, though a fair climber, was not a professional sailor. His hands were far from horny. My lens discloses more than one blood-mark, especially towards the end of the rope, from which I gather that he slipped down with such velocity that he took the skin off his hand.",SignOfFour,0.3336599706026457,Mr. Sherlock Holmes,170,major,Arthur Conan Doyle,21,Mr. Sherlock Holmes-SignOfFour,8,velocity,230,0.5816000000000001,24,0.534625,3,0.15,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,28,6,2,bookSpeakers
"Death from some powerful vegetable alkaloid,",SignOfFour,0.3669769720725134,Dr. Watson,192,major,Arthur Conan Doyle,22,Dr. Watson-SignOfFour,5,powerful,234,0.8241999999999999,9,0.6152222222222221,3,0.6,0.09041608264020289,0.7206399999999998,0.0,0.02268939718290719,HIGH,2.0,3.0,2.0,2.0,0.02268939718290719,1.0,0.0,1.0,,,,,,,5,29,7,2,bookSpeakers
"Death from some powerful vegetable alkaloid,",SignOfFour,0.3669769720725134,Dr. Watson,192,major,Arthur Conan Doyle,22,Dr. Watson-SignOfFour,5,vegetable,235,0.7283999999999999,9,0.6152222222222221,4,0.8,0.09041608264020289,0.7206399999999998,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,5,30,7,2,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,will,239,0.6766000000000001,24,0.534625,4,0.2,0.11271197526625577,0.51779,0.0,0.04895195568826105,HIGH,1.0,3.0,2.0,2.0,0.15395195568826103,0.0,-2.0,4.0,0.07697597784413052,,,,0.07697597784413052,,20,31,8,3,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,will,244,0.6632,24,0.534625,5,0.25,0.11271197526625577,0.51779,0.0,0.03555195568826097,HIGH,1.0,3.0,2.0,2.0,0.15395195568826103,0.0,-1.0,4.0,0.07697597784413052,,,,0.07697597784413052,,20,32,8,3,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,reason,251,0.7816000000000001,24,0.534625,6,0.3,0.11271197526625577,0.51779,0.0,0.15395195568826103,HIGH,1.0,3.0,2.0,2.0,0.15395195568826103,1.0,0.0,4.0,,,,,,,20,33,8,3,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,leg,259,0.6556,24,0.534625,7,0.35,0.11271197526625577,0.51779,0.0,0.02795195568826092,HIGH,1.0,3.0,2.0,2.0,0.15395195568826103,0.0,1.0,4.0,,0.15395195568826103,,,,0.15395195568826103,20,34,8,3,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,wooden,262,0.5626,24,0.534625,8,0.4,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,35,8,3,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,worn,264,0.4534000000000001,24,0.534625,9,0.45,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,36,8,3,bookSpeakers
"Not only will I clear him, Mr. Jones, but I will make you a free present of the name and description of one of the two people who were in this room last night. His name, I have every reason to believe, is Jonathan Small. He is a poorly-educated man, small, active, with his right leg off, and wearing a wooden stump which is worn away upon the inner side. His left boot has a coarse, square-toed sole, with an iron band round the heel. He is a middle-aged man, much sunburned, and has been a convict. These few indications may be of some assistance to you, coupled with the fact that there is a good deal of skin missing from the palm of his hand. The other man",SignOfFour,0.3958843704066634,Mr. Sherlock Holmes,220,major,Arthur Conan Doyle,24,Mr. Sherlock Holmes-SignOfFour,8,iron,272,0.44220000000000004,24,0.534625,10,0.5,0.11271197526625577,0.51779,1.0,0.0,HOME,,3.0,2.0,2.0,0.0,,,,,,,,,,20,37,8,3,bookSpeakers
