word,val
asset,0.797
asshole,0.133
assist,0.833
associate,0.812
association,0.745
assortment,0.694
assuage,0.745
assume,0.698
assuming,0.74
assurance,0.675
assure,0.91
assured,0.878
assuredly,0.786
asthma,0.198
asthmatic,0.229
astigmatism,0.214
astonish,0.786
astonishing,0.844
astonishingly,0.827
astonishment,0.68
astound,0.729
astray,0.098
astringent,0.316
astronaut,0.792
astronomer,0.75
astute,0.776
asunder,0.208
atheism,0.276
atherosclerosis,0.25
athlete,0.781
athletic,0.857
athleticism,0.75
athletics,0.831
atomic,0.327
atpeace,0.724
atrocious,0.073
atrocity,0.115
atrophy,0.177
attack,0.286
attacker,0.185
attacking,0.276
attain,0.806
attainable,0.76
attainment,0.83
attendance,0.812
attention,0.74
attentive,0.812
attestation,0.234
attire,0.742
attitude,0.76
attract,0.796
attraction,0.906
attractive,0.906
attractiveness,0.938
attributable,0.704
attribute,0.781
attrition,0.229
audacious,0.74
audacity,0.76
audible,0.673
audience,0.698
audio,0.709
audition,0.75
auditions,0.74
augmentation,0.714
aura,0.76
aurora,0.817
authentic,0.885
authenticate,0.833
authentication,0.724
authenticity,0.67
author,0.775
authorize,0.772
authorized,0.76
autism,0.235
autobiographical,0.909
autobiography,0.735
autograph,0.735
autographed,0.781
automobile,0.753
autonomy,0.781
autopsy,0.252
autumn,0.765
avail,0.8
availability,0.796
available,0.844
avalanche,0.265
avarice,0.198
avenge,0.073
avenging,0.143
avenue,0.677
average,0.684
averse,0.253
averseness,0.296
aversion,0.074
aviation,0.708
avocado,0.677
awaken,0.729
awakening,0.745
award,0.865
awards,0.958
awareness,0.684
awesome,0.98
awesomeness,0.917
awful,0.061
awkward,0.296
awkwardness,0.167
awry,0.156
axe,0.296
axis,0.209
babe,0.86
baby,0.837
babysit,0.719
baccalaureate,0.729
bachelorette,0.735
backdrop,0.32
backfire,0.265
backoff,0.104
backpack,0.729
backside,0.182
backtrack,0.312
backward,0.309
backwardness,0.24
backwards,0.302
backwater,0.312
bacon,0.698
bacteria,0.177
bacterial,0.156
bacterium,0.194
bad,0.125
badass,0.255
badday,0.327
badfeeling,0.25
badhabit,0.184
badly,0.073
badness,0.094
baffled,0.151
bait,0.276
bake,0.867
bakery,0.802
balance,0.684
balanced,0.806
bald,0.306
balding,0.302
balk,0.229
ball,0.74
ballad,0.792
ballerina,0.802
ballgame,0.781
ballistic,0.26
ballistics,0.271
balloon,0.729
ballpark,0.724
ballplayer,0.719
ballroom,0.847
balmy,0.684
ban,0.146
bandage,0.22
bandit,0.094
bandstand,0.735
bandwidth,0.714
bane,0.265
bang,0.265
banish,0.163
banished,0.052
banishment,0.16
bankrupt,0.163
bankruptcy,0.01
banquet,0.765
baptism,0.844
baptize,0.739
barbarian,0.323
barbaric,0.235
barbarism,0.19
barbecue,0.792
barbed,0.177
barbie doll,0.729
barred,0.143
barren,0.173
barricade,0.323
barring,0.292
barroom,0.686
baseless,0.292
basics,0.688
bask,0.76
basketball,0.814
bass guitar,0.738
bastard,0.094
bastarding,0.104
bastards,0.082
bat,0.324
bath,0.725
bathe,0.677
bathing,0.74
baton,0.272
battered,0.08
battering,0.21
battled,0.292
battlefield,0.133
battleground,0.156
battlements,0.276
bauble,0.698
bawdy,0.184
bay,0.719
bayonet,0.263
bazooka,0.302
bday,0.729
be,0.67
beach,0.885
beaches,0.865
beads,0.673
beaming,0.892
beast,0.214
beastly,0.146
beat,0.279
beaten,0.083
beating,0.153
beautification,0.885
beautiful,0.875
beautify,0.898
beauty,0.842
bedding,0.704
bedroom,0.744
bedtime,0.673
beetle,0.323
befitting,0.708
befriend,0.93
befuddled,0.156
beg,0.292
beggar,0.24
begging,0.292
begin,0.677
beginning,0.816
beginnings,0.837
begrudge,0.177
begun,0.677
behappy,0.875
behave,0.677
beholden,0.296
beholder,0.714
belated,0.24
belch,0.194
belief,0.896
believable,0.866
believe,0.781
believer,0.725
believing,0.87
belittle,0.122
belittled,0.177
bellow,0.248
beloved,0.969
bemused,0.281
benedictory,0.677
benefactor,0.833
beneficial,0.82
beneficiary,0.776
benefit,0.906
benevolence,0.786
benevolent,0.786
benign,0.694
bequeath,0.743
bereaved,0.104
bereavement,0.265
bereft,0.229
berth,0.295
beseech,0.33
bestdayever,0.76
bestfeeling,0.806
bestfriends,0.934
bestial,0.26
besties,0.888
bestseller,0.771
beta,0.71
betray,0.042
betrayal,0.083
betrayed,0.122
betrothed,0.833
betterment,0.898
betting,0.237
bevel,0.757
beware,0.151
bewilder,0.306
bewildered,0.23
bewilderment,0.312
biased,0.271
bible,0.719
bicker,0.143
bickering,0.122
bicycle,0.708
bid,0.76
big,0.802
bigamy,0.327
bigday,0.796
biggestfear,0.062
bigoted,0.153
bike,0.708
bikini,0.73
bile,0.157
bilge,0.316
bilingual,0.735
billiard,0.719
billion,0.719
billionaire,0.806
binge,0.304
bingo,0.735
biographer,0.708
biography,0.698
biopsy,0.323
biosphere,0.684
bipolar,0.208
bird,0.729
birth,0.896
birthday,0.969
birthing,0.796
birthplace,0.781
birthright,0.684
biscuit,0.888
bisque,0.693
bitch,0.276
bitchy,0.188
bite,0.219
biter,0.26
bitter,0.218
bitterly,0.194
bitterness,0.115
blabbermouth,0.323
blacken,0.208
blackface,0.302
blacklist,0.133
blackmail,0.094
blackmailer,0.092
blackness,0.26
blackout,0.126
blame,0.115
blameless,0.759
bland,0.3
blanket,0.74
blasphemous,0.21
blasphemy,0.146
blast,0.167
blatant,0.327
blaze,0.698
bleak,0.204
bleed,0.041
bleeder,0.26
bleeding,0.135
blemish,0.219
blemished,0.173
bless,0.929
blessed,0.91
blessing,0.929
blessings,0.929
blight,0.271
blighted,0.146
blinded,0.245
blindfolded,0.208
blinding,0.304
blindness,0.245
bliss,0.816
blissful,0.885
bloat,0.229
bloated,0.167
block,0.286
blockage,0.25
blockbuster,0.73
blockhead,0.163
blonde,0.698
blood,0.219
bloodbath,0.06
bloodhound,0.327
bloodless,0.292
bloodshed,0.048
bloodshot,0.188
bloodthirsty,0.052
bloody,0.031
bloom,0.816
blooming,0.86
blossom,0.792
blotched,0.133
blow,0.316
bluddy,0.312
blunder,0.135
blur,0.268
blurred,0.32
blurry,0.059
blush,0.698
boa,0.255
boa constrictor,0.198
board game,0.711
body,0.694
bog,0.302
bogus,0.219
boiling,0.302
boldness,0.806
bolster,0.708
bomb,0.167
bombard,0.156
bombardier,0.24
bombardment,0.146
bombed,0.051
bomber,0.125
bombers,0.173
bombing,0.167
bombshell,0.327
bonanza,0.875
bonbon,0.865
bondage,0.146
bonds,0.74
bones,0.281
bonkers,0.306
bonsai,0.714
bonus,0.857
boo,0.153
boob,0.694
boogeyman,0.292
book,0.802
booking,0.708
books,0.729
bookshop,0.688
bookstore,0.771
booming,0.688
boon,0.878
boooo,0.271
boost,0.865
booster,0.755
booze,0.265
bored,0.153
boredom,0.167
borer,0.302
boring,0.194
born,0.865
boss,0.31
bossy,0.24
bother,0.208
bothering,0.208
bottleneck,0.284
bottomless,0.31
botulism,0.292
boundless,0.684
bountiful,0.854
bounty,0.76
bouquet,0.724
bout,0.208
boutique,0.745
bowel,0.306
bowels,0.194
boycott,0.112
boyfriend,0.781
boyhood,0.729
boyish,0.698
bra,0.672
bracelet,0.776
brainless,0.138
brainstorm,0.794
brainwash,0.198
brainy,0.708
brake,0.312
bran,0.688
brat,0.312
brave,0.837
bravery,0.898
brawl,0.104
brazen,0.292
breach,0.177
breakable,0.194
breaker,0.323
breakfast,0.885
breakneck,0.254
breakthrough,0.68
breakup,0.25
breast,0.753
breath,0.684
breathe,0.833
breathless,0.323
breathtaking,0.936
breeze,0.837
brethren,0.917
brew,0.74
brewery,0.71
brewing,0.74
bribe,0.112
bribery,0.135
brick,0.217
bridal,0.823
bride,0.84
bridegroom,0.809
bridesmaid,0.748
briefly,0.686
bright,0.89
brighten,0.76
brightens,0.771
brighter,0.918
brightness,0.938
brilliance,0.99
brilliant,0.939
brisk,0.719
brittle,0.276
bro,0.794
broad,0.762
broaden,0.678
broke,0.245
broken,0.062
brokenheart,0.115
brokenhearted,0.13
brooding,0.327
brothel,0.255
brother,0.823
brotherhood,0.99
brotherly,0.865
bruise,0.133
bruising,0.084
brunette,0.802
brunt,0.204
brutal,0.122
brutality,0.122
brute,0.115
brutish,0.27
bubble,0.774
bubbly,0.698
bubonic,0.28
buck,0.677
buckshot,0.255
buddha,0.69
buddy,0.884
budge,0.719
bug,0.286
bugger,0.312
build,0.771
building,0.705
bulge,0.26
bulimic,0.092
bulkhead,0.312
bulletproof,0.75
bullheaded,0.229
bullion,0.693
bullock,0.281
bullshit,0.042
bully,0.257
bum,0.281
bummed,0.296
bummer,0.163
bump,0.286
bumpy,0.306
bunghole,0.286
bunion,0.276
bunny,0.74
burdensome,0.229
bureaucrat,0.208
bureaucratic,0.28
burger,0.688
burglar,0.05
burglary,0.146
burial,0.203
buried,0.133
burlesque,0.327
burn,0.219
burned,0.163
burner,0.296
burning,0.229
burnout,0.219
burnt,0.082
burp,0.219
burrito,0.688
bursary,0.729
burst,0.156
bury,0.077
business,0.688
businesswoman,0.719
busted,0.204
busybody,0.255
butterfly,0.892
butterscotch,0.708
buy,0.771
bygone,0.229
cabana,0.698
cabaret,0.677
cadaver,0.03
cafe,0.781
cafeteria,0.757
cage,0.316
cahoots,0.312
cairn,0.26
cake,0.81
cakewalk,0.719
calamitous,0.219
calamity,0.122
callous,0.245
calm,0.875
calming,0.885
calmness,0.934
caloric,0.327
camaraderie,0.833
campfire,0.677
campsite,0.68
canal,0.673
cancel,0.214
canceling,0.229
cancellation,0.224
cancer,0.052
candied,0.713
candlelight,0.789
candor,0.74
candy,0.93
canker,0.262
cannabis,0.271
cannibal,0.122
cannibalism,0.094
cantbreathe,0.284
canteen,0.688
canto,0.776
cantwin,0.26
canvas,0.719
canvass,0.675
capability,0.833
capable,0.765
capacity,0.719
capitalize,0.771
capitals,0.755
cappuccino,0.792
capricious,0.221
capslock,0.33
caption,0.814
captivate,0.698
captivating,0.895
captive,0.235
captivity,0.225
car,0.776
caramel,0.901
carat,0.823
carcass,0.115
carcinoma,0.153
cardiology,0.203
cardiomyopathy,0.177
care,0.729
career,0.74
carefree,0.755
carefully,0.698
careless,0.255
carelessness,0.245
caress,0.833
caretaker,0.714
caries,0.115
carnival,0.927
carnivorous,0.224
carol,0.673
carols,0.847
carousel,0.704
carsick,0.224
carter,0.312
carton,0.286
cartoon,0.867
cascade,0.735
cash,0.867
casket,0.125
castaway,0.208
castle,0.68
castrate,0.177
castration,0.198
casualty,0.235
catabolism,0.265
catastrophe,0.146
catastrophic,0.071
catatonic,0.255
catchphrase,0.698
catchy,0.677
cater,0.802
cathouse,0.327
catwalk,0.698
cavalier,0.735
caveman,0.235
cavern,0.323
caviar,0.906
cede,0.275
celebrant,0.865
celebrate,0.917
celebrated,0.875
celebrating,0.927
celebration,0.939
celebrations,0.958
celebratory,0.857
celebrity,0.76
celestial,0.817
celibacy,0.302
cellblock,0.186
cellmate,0.167
cellulite,0.2
cemetery,0.051
censorship,0.219
censure,0.219
centipede,0.296
centralize,0.684
centrally,0.729
centrifugal,0.306
cereals,0.719
ceremonial,0.771
ceremony,0.76
certain,0.76
certainty,0.781
certifiable,0.714
certificate,0.786
certified,0.781
certify,0.866
cesspool,0.167
cha cha,0.714
chagrin,0.104
chagrined,0.112
chairperson,0.73
chairwoman,0.719
champ,0.854
champagne,0.76
champion,0.89
championship,0.833
chance,0.833
chant,0.771
chaos,0.016
chaotic,0.115
characterize,0.729
charcoal,0.302
chardonnay,0.677
chariot,0.684
charisma,0.938
charismatic,0.938
charitable,0.865
charity,0.92
charlatan,0.2
charm,0.833
charmed,0.938
charmer,0.882
charming,0.917
charred,0.208
charter,0.677
chased,0.188
chasm,0.265
chastened,0.156
chastisement,0.156
chat,0.729
chauvinist,0.31
cheapskate,0.148
cheat,0.125
cheater,0.104
checker,0.33
checkers,0.676
cheek,0.67
cheeks,0.708
cheer,0.938
cheered,0.875
cheerful,0.99
cheerfulness,0.969
cheering,0.815
cheerleader,0.923
cheerleading,0.698
cheerless,0.204
cheers,0.948
cheery,0.949
cheese,0.74
cheeseburger,0.802
cheesecake,0.86
chef,0.854
chemo,0.214
chemotherapy,0.163
cheque,0.698
cherish,0.896
cherishing,0.836
cherry,0.688
chestnut,0.714
chic,0.87
chick,0.771
chicken pox,0.194
chickenpox,0.173
child,0.912
childhood,0.865
childless,0.31
childloss,0.24
children,0.857
chill,0.837
chilling,0.208
chilly,0.329
chimera,0.292
chitchat,0.673
chivalry,0.857
chloride,0.265
chlorine,0.306
chloroform,0.281
chocolate,0.885
choice,0.745
choir,0.704
choke,0.167
cholera,0.02
cholesterol,0.198
choosing,0.719
choosy,0.28
chop,0.25
choral,0.852
chord,0.729
choreography,0.812
chosen,0.865
christ,0.781
christen,0.673
christening,0.725
christmas,0.959
christmasbreak,0.842
christmaseve,0.812
christmasspirit,0.867
christmassy,0.875
christmastime,0.837
chronic,0.255
chuckle,0.844
chum,0.911
chummy,0.76
church,0.708
churchyard,0.296
churn,0.316
cigar,0.306
cigarette,0.219
cinema,0.698
cinematographer,0.792
cinematography,0.781
circulation,0.735
circumcision,0.327
circumvent,0.316
circus,0.724
cirrhosis,0.079
citizenship,0.786
city,0.847
civics,0.7
civilian,0.7
civility,0.76
civilization,0.823
civilized,0.792
claim,0.255
claimant,0.271
clairvoyant,0.765
clap,0.779
clapping,0.823
clarification,0.802
clarity,0.796
clash,0.293
clashing,0.177
classic,0.69
classic rock,0.729
classics,0.75
classmate,0.781
classy,0.917
claustrophobia,0.125
claustrophobic,0.092
claw,0.26
claws,0.281
clean,0.827
cleanliness,0.816
cleanly,0.823
cleansing,0.729
cleanup,0.729
clear,0.857
clearing,0.68
clearness,0.875
cleave,0.296
cleaver,0.24
cleft,0.306
clever,0.896
cleverness,0.878
climax,0.735
clingy,0.224
clipper,0.293
cloakroom,0.69
clock,0.677
clog,0.104
cloning,0.216
close,0.292
closed,0.24
closeness,0.796
closure,0.229
clot,0.15
clothe,0.797
clothes,0.833
clothing,0.75
cloud,0.74
clouded,0.24
clouds,0.735
cloudy,0.281
clubhouse,0.694
clubs,0.723
clumsy,0.125
clutter,0.135
coast,0.719
coastline,0.745
coat,0.677
cobra,0.312
cocaine,0.156
cockroach,0.188
cocksucker,0.083
cocktail,0.74
cocky,0.26
cocoa,0.776
coefficient,0.677
coerce,0.26
coercion,0.33
coexist,0.708
coffee,0.823
coffee table,0.72
coffeehouse,0.694
coffeepot,0.76
coffin,0.073
cogent,0.765
coherence,0.72
coherent,0.698
coin,0.677
coinciding,0.673
coldness,0.093
coleslaw,0.707
colic,0.135
collaborate,0.816
collaboration,0.885
collaborator,0.729
collage,0.68
collapse,0.208
colleague,0.74
collection,0.725
collectively,0.817
college,0.7
collide,0.271
collision,0.245
cologne,0.677
colonoscopy,0.208
colony,0.716
color,0.786
colored,0.806
colorful,0.85
coloring,0.781
colors,0.875
colossal,0.698
coma,0.219
comatose,0.143
combat,0.302
combination,0.708
combo,0.698
comedian,0.812
comedy,0.918
comet,0.704
comfort,0.863
comfortable,0.927
comforting,0.906
comfy,0.93
comic,0.917
comical,0.844
comics,0.69
commando,0.323
commemorate,0.812
commemoration,0.719
commemorative,0.75
commence,0.76
commend,0.906
commendable,0.786
commendation,0.911
commercial,0.806
commission,0.677
commitment,0.714
committed,0.71
communicable,0.796
communicate,0.823
communication,0.837
communicative,0.847
communion,0.765
communism,0.264
communist,0.265
community,0.75
companion,0.77
companionless,0.271
companionship,0.833
company,0.906
compassion,0.735
compassionate,0.857
compatibility,0.816
compatible,0.892
compel,0.2
compelling,0.698
compensation,0.775
competency,0.768
competent,0.865
complain,0.143
complaint,0.143
complement,0.76
complementary,0.714
complete,0.75
completed,0.823
completely,0.73
completeness,0.823
complexed,0.312
compliance,0.75
compliant,0.677
complicate,0.21
complicated,0.211
complicity,0.323
compliment,0.82
complimentary,0.823
comply,0.806
complying,0.729
composed,0.684
composer,0.822
composition,0.765
composure,0.802
comprehend,0.875
comprehension,0.908
comprehensive,0.796
compressed,0.323
comprise,0.839
compromise,0.677
compulsion,0.118
computer,0.802
computerized,0.677
computing,0.745
comrade,0.781
con,0.255
conceal,0.312
concealment,0.302
concede,0.67
conceited,0.194
conceivable,0.73
conceive,0.708
concentrate,0.75
concentration,0.735
concentric,0.73
conception,0.694
concern,0.25
concerned,0.292
concert,0.938
concessional,0.77
conciliation,0.792
concord,0.677
concourse,0.74
concurrence,0.764
concussion,0.072
condemn,0.102
condemnation,0.133
conditioner,0.781
condolence,0.26
condolences,0.198
conducive,0.775
conductor,0.677
conference,0.688
confessions,0.325
confetti,0.781
confidant,0.837
confidence,0.959
confident,0.765
confine,0.327
confined,0.286
confirm,0.802
confirmation,0.812
confirmed,0.76
confiscate,0.25
confiscation,0.208
conflicting,0.173
confluence,0.677
confront,0.281
confrontation,0.177
confuse,0.1
confused,0.22
confusing,0.229
confusion,0.255
congenial,0.82
congestion,0.271
congrats,0.93
congratulate,0.927
congratulation,0.948
congratulations,0.96
congratulatory,0.959
conjugal,0.698
conjuring,0.224
connect,0.724
connected,0.816
connection,0.729
connective,0.719
connoisseur,0.76
conquer,0.694
conquering,0.76
conquest,0.71
conscientious,0.688
conscious,0.74
consciousness,0.84
consecration,0.771
consent,0.75
consenting,0.727
consequence,0.24
conservation,0.832
conserve,0.69
consider,0.677
considerate,0.781
consist,0.823
consistency,0.714
consistent,0.786
consoled,0.7
consolidate,0.88
consolidated,0.7
conspiracy,0.125
conspirator,0.271
conspire,0.206
constancy,0.786
constant,0.74
constellation,0.719
consternation,0.167
constipation,0.079
constitute,0.812
constrain,0.261
constrained,0.135
constraint,0.323
construct,0.75
construction,0.848
constructive,0.86
consult,0.755
consultant,0.77
contact,0.719
contagion,0.208
contagious,0.184
contaminate,0.14
contaminated,0.04
contamination,0.125
contemplate,0.74
contemplative,0.729
contemporary,0.72
contempt,0.206
contemptible,0.146
contemptuous,0.204
content,0.764
contented,0.857
contentment,0.875
contestant,0.76
continuance,0.729
continuity,0.781
continuously,0.719
continuum,0.677
contraband,0.177
contraception,0.296
contraction,0.292
contradict,0.16
contradiction,0.25
contrary,0.327
contribute,0.806
contribution,0.854
contributor,0.844
control,0.729
controversial,0.271
controversy,0.25
contusion,0.167
convenience,0.781
conveniences,0.802
convenient,0.846
convergent,0.781
conversant,0.724
conversation,0.75
conversational,0.719
conversationalist,0.719
conversing,0.755
convey,0.719
convict,0.177
convince,0.708
convinced,0.75
convincing,0.76
convoluted,0.323
cook,0.847
cookie,0.792
cookies,0.823
cooking,0.694
cookout,0.68
cool,0.885
coolant,0.72
cooperate,0.898
cooperating,0.76
cooperation,0.847
cooperative,0.816
coordinate,0.698
coordination,0.677
coordinator,0.75
cop,0.327
coral,0.802
coral snake,0.276
cordial,0.823
core,0.721
cornfield,0.719
cornflakes,0.729
corona,0.818
coronation,0.792
coroner,0.323
corpse,0.094
correct,0.857
correctional,0.292
correctness,0.796
correspond,0.71
corresponding,0.74
corroborate,0.671
corrosion,0.156
corrosive,0.14
corrupt,0.02
corrupting,0.062
corruption,0.052
cosmetics,0.765
cosmopolitan,0.823
cosmos,0.86
costly,0.316
cosy,0.847
cough,0.255
council,0.875
counsellor,0.823
counselor,0.873
counterattack,0.281
counterfeit,0.094
country,0.698
countryman,0.673
countrymusic,0.795
countryside,0.732
coup,0.275
couple,0.806
coupon,0.704
courage,0.83
courageous,0.918
courses,0.735
courteous,0.937
courtesy,0.927
cousin,0.675
cousins,0.76
coverage,0.767
covet,0.302
