Identifier,speaker_id,emotion,speaker_utterance_index,global_utterance_index,speaker_rolling_window_index,speaker_word_index,speaker_word,speaker_emo_state_position,speaker_emo_state_is_peak,speaker_emo_displacement_counter,speaker_emo_displacement_number,speaker_emo_state_value,speaker_emo_in_home_base,speaker_emo_distance_home_base
bookNovels,SignOfFour,valence,5,24,56,18,missing,HOME,,,,0.6854,1.0,0.0
bookNovels,PrideAndPrejudice,valence,6,26,57,11,understood,LOW,1.0,0.0,2.0,0.2846,0.0,0.13352632456337693
bookNovels,PrideAndPrejudice,valence,6,26,58,12,idea,LOW,0.0,1.0,2.0,0.4084,0.0,0.009726324563376965
bookNovels,Emma,valence,3,30,59,30,marry,HOME,,,,0.8004,1.0,0.0
bookNovels,Emma,valence,3,30,60,31,thought,HIGH,1.0,0.0,4.0,0.8168,0.0,0.01603031218970341
bookNovels,Emma,valence,3,30,61,32,offer,HIGH,0.0,1.0,4.0,0.8148,0.0,0.014030312189703409
bookNovels,PrideAndPrejudice,valence,7,32,62,13,will,HOME,,,,0.49079999999999996,1.0,0.0
bookNovels,SignOfFour,valence,6,33,63,19,safety,HOME,,,,0.6708000000000001,1.0,0.0
bookNovels,SignOfFour,valence,6,33,64,20,happen,HOME,,,,0.6696,1.0,0.0
bookNovels,SignOfFour,valence,7,35,65,21,remember,HOME,,,,0.6372,1.0,0.0
bookNovels,SignOfFour,valence,7,35,66,22,feeling,HOME,,,,0.6546000000000001,1.0,0.0
bookNovels,SignOfFour,valence,7,35,67,23,tired,HOME,,,,0.6184000000000001,1.0,0.0
bookNovels,SignOfFour,valence,7,35,68,24,idleness,LOW,0.0,-2.0,6.0,0.5384,0.0,0.03311832044325802
bookNovels,SignOfFour,valence,7,35,69,25,smoke,LOW,0.0,-1.0,6.0,0.4406,0.0,0.13091832044325802
bookNovels,SignOfFour,valence,7,35,70,26,business,LOW,1.0,0.0,6.0,0.42300000000000004,0.0,0.14851832044325797
bookNovels,SignOfFour,valence,7,35,71,27,fair,LOW,0.0,1.0,6.0,0.4242,0.0,0.147318320443258
bookNovels,SignOfFour,valence,7,35,72,28,easy,HOME,,,,0.5721999999999999,1.0,0.0
bookNovels,Persuasion,valence,1,39,73,1,embarrass,HOME,,,,0.6692,1.0,0.0
bookNovels,Persuasion,valence,1,39,74,2,feel,HOME,,,,0.6900000000000001,1.0,0.0
bookNovels,Persuasion,valence,1,39,75,3,proposal,HOME,,,,0.6856,1.0,0.0
bookNovels,Persuasion,valence,1,39,76,4,find,HOME,,,,0.6799999999999999,1.0,0.0
bookNovels,Persuasion,valence,1,39,77,5,walking,HOME,,,,0.6508,1.0,0.0
bookNovels,Persuasion,valence,1,39,78,6,will,HIGH,0.0,-1.0,1.0,0.774,0.0,0.032640359157594334
bookNovels,Persuasion,valence,1,39,79,7,associate,HIGH,1.0,0.0,1.0,0.776,0.0,0.034640359157594336
bookNovels,SignOfFour,valence,8,41,80,29,wasted,LOW,1.0,0.0,7.0,0.5482,0.0,0.02331832044325799
bookNovels,SignOfFour,valence,8,41,81,30,smith,HOME,,,,0.646,1.0,0.0
bookNovels,SignOfFour,valence,8,41,82,31,knowing,HOME,,,,0.675,1.0,0.0
bookNovels,SignOfFour,valence,8,41,83,32,good,HOME,,,,0.7001999999999999,1.0,0.0
bookNovels,SignOfFour,valence,8,41,84,33,thought,HOME,,,,0.6832,1.0,0.0
bookNovels,SignOfFour,valence,9,42,85,34,speed,HIGH,0.0,-1.0,8.0,0.7894,0.0,0.00687507720001479
bookNovels,SignOfFour,valence,9,42,86,35,launch,HIGH,1.0,0.0,8.0,0.7908,0.0,0.008275077200014747
bookNovels,SignOfFour,valence,9,42,87,36,yellow,HOME,,,,0.7584,1.0,0.0
bookNovels,SignOfFour,valence,9,42,88,37,forgive,HOME,,,,0.7270000000000001,1.0,0.0
bookNovels,Persuasion,valence,2,44,89,8,smallest,HOME,,,,0.6546000000000001,1.0,0.0
bookNovels,Persuasion,valence,3,46,90,9,game,HOME,,,,0.6468,1.0,0.0
bookNovels,Persuasion,valence,3,46,91,10,overcome,HOME,,,,0.6489999999999999,1.0,0.0
bookNovels,Persuasion,valence,3,46,92,11,regretting,HOME,,,,0.5603999999999999,1.0,0.0
bookNovels,Persuasion,valence,3,46,93,12,father,HOME,,,,0.5604,1.0,0.0
bookNovels,Persuasion,valence,3,46,94,13,omit,HOME,,,,0.5702,1.0,0.0
bookNovels,Persuasion,valence,3,46,95,14,opportunity,HOME,,,,0.6108,1.0,0.0
bookNovels,Persuasion,valence,3,46,96,15,appear,HOME,,,,0.6140000000000001,1.0,0.0
bookNovels,Persuasion,valence,3,46,97,16,advantage,HIGH,0.0,-1.0,2.0,0.7464000000000001,0.0,0.005040359157594376
bookNovels,Persuasion,valence,3,46,98,17,company,HIGH,1.0,0.0,2.0,0.7652,0.0,0.023840359157594304
bookNovels,Persuasion,valence,4,47,99,18,embargo,HIGH,0.0,1.0,2.0,0.745,0.0,0.0036403591575943084
bookNovels,Persuasion,valence,4,47,100,19,will,HOME,,,,0.697,1.0,0.0
bookNovels,Persuasion,valence,4,47,101,20,scarcely,HOME,,,,0.5664,1.0,0.0
bookNovels,Persuasion,valence,5,49,102,21,tiresome,LOW,0.0,-1.0,3.0,0.43100000000000005,0.0,0.10773068173823952
bookNovels,Persuasion,valence,5,49,103,22,book,LOW,1.0,0.0,3.0,0.4102,0.0,0.12853068173823956
bookNovels,Persuasion,valence,5,49,104,23,read,LOW,0.0,1.0,3.0,0.5124,0.0,0.026330681738239603
bookNovels,Persuasion,valence,5,49,105,24,poems,HOME,,,,0.5394,1.0,0.0
bookNovels,Persuasion,valence,5,49,106,25,lady,HOME,,,,0.6938,1.0,0.0
bookNovels,Persuasion,valence,5,49,107,26,thought,HIGH,1.0,0.0,4.0,0.8017999999999998,0.0,0.06044035915759416
bookNovels,Persuasion,valence,5,49,108,27,dress,HIGH,0.0,1.0,4.0,0.7934,0.0,0.05204035915759431
bookNovels,Persuasion,valence,5,49,109,28,hideous,HOME,,,,0.6636,1.0,0.0
bookNovels,Persuasion,valence,5,49,110,29,taste,HOME,,,,0.6574000000000001,1.0,0.0
bookNovels,Persuasion,valence,5,49,111,30,ashamed,LOW,0.0,-1.0,5.0,0.5178,0.0,0.02093068173823953
bookNovels,Persuasion,valence,5,49,112,31,formal,LOW,1.0,0.0,5.0,0.5088,0.0,0.02993068173823954
bookNovels,PrideAndPrejudice,valence,8,50,113,14,will,HOME,,,,0.5997999999999999,1.0,0.0
bookNovels,PrideAndPrejudice,valence,9,53,114,15,knowing,HOME,,,,0.7518,1.0,0.0
bookNovels,PrideAndPrejudice,valence,9,53,115,16,mother,HIGH,0.0,-2.0,3.0,0.782,0.0,0.021926324563377064
bookNovels,PrideAndPrejudice,valence,9,53,116,17,marry,HIGH,0.0,-1.0,3.0,0.8112,0.0,0.05112632456337707
bookNovels,PrideAndPrejudice,valence,9,53,117,18,planning,HIGH,1.0,0.0,3.0,0.8503999999999999,0.0,0.09032632456337697
bookNovels,PrideAndPrejudice,valence,9,53,118,19,confined,HIGH,0.0,1.0,3.0,0.768,0.0,0.007926324563377052
bookNovels,PrideAndPrejudice,valence,9,53,119,20,accept,HIGH,0.0,2.0,3.0,0.7708,0.0,0.010726324563377077
bookNovels,PrideAndPrejudice,valence,10,55,120,21,blame,HOME,,,,0.6076,1.0,0.0
bookNovels,PrideAndPrejudice,valence,10,55,121,22,betrayed,HOME,,,,0.45280000000000004,1.0,0.0
bookNovels,PrideAndPrejudice,valence,10,55,122,23,concerned,LOW,1.0,0.0,4.0,0.3324,0.0,0.08572632456337698
bookNovels,PrideAndPrejudice,valence,10,55,123,24,rest,HOME,,,,0.4566,1.0,0.0
bookNovels,PrideAndPrejudice,valence,10,55,124,25,generous,HOME,,,,0.48719999999999997,1.0,0.0
bookNovels,PrideAndPrejudice,valence,10,55,125,26,compassion,HOME,,,,0.6112,1.0,0.0
bookNovels,Emma,valence,4,58,126,33,will,HIGH,0.0,2.0,4.0,0.8024000000000001,0.0,0.0016303121897035533
bookNovels,Emma,valence,4,58,127,34,promise,HOME,,,,0.7894,1.0,0.0
bookNovels,Emma,valence,4,58,128,35,building,HOME,,,,0.7512000000000001,1.0,0.0
bookNovels,Emma,valence,5,59,129,36,suspect,LOW,0.0,-1.0,5.0,0.6218,0.0,0.023379030138421464
bookNovels,Emma,valence,5,59,130,37,midst,LOW,1.0,0.0,5.0,0.5366,0.0,0.10857903013842152
bookNovels,Emma,valence,5,59,131,38,great,LOW,0.0,1.0,5.0,0.5885999999999999,0.0,0.05657903013842158
bookNovels,Emma,valence,5,59,132,39,amusement,LOW,0.0,2.0,5.0,0.6098,0.0,0.035379030138421474
